"name","website","telephone","fax","description"
"SHGSIC Shanhaiguan Shipbuilding Industry Co ","www.shgsic.com","+86-335-5081350","+86-335-5081350/5082145","SHG Shanhaiguan Shipyard, established in 1972, is owned by CSIC. It is a large, first grade national governmental enterprise, one of the biggest ship repair facilities in China. In 1995, the yard was given the right to manage import/export business and in 2001 the right to conduct independent harbor business. The shipyard covers a very big area of 2.160.000 square meters, operates three graving docks (the biggest VLCC repair dry dock in China / a Panamax size dry dock / a Handy size dry dock), 9 quays of 2,018m in total, fabrication and outfitting fields of 26,710 square meters, with 900 professional and experienced engineers and technicians.\nThe shipyard has successfully built and delivered 35.000 D.W.T. submersible barges, a turbine installation vessel, 30.000 dwt Bulk Carriers in series, a 70,000 TLC floating dock and 2600 TEU Container Carriers, and plans to construct a shipbuilding base with an annual delivery of 1 million dwt in cooperation with Hebei Provincial Government and C.S.I.C. The shipyard's main scope of work is ship repair, conversions and specialized repairs for VLCC tankers, drilling-platform, bulk carriers, general cargo carriers, container ships, refrigerated carriers, scrapping, offshore platforms and equipment manufacture and repair, making and installation of steel structures. It is capable to carry out more than 100 repairs annually.\nDOCK DIMENSIONSNAME DRY DOCK TYPE LENGTH (M)      WIDTH (M) DRAFT (M)      Dock No.1 Graving  240             28     9.8   Ship new buildingDock No.2 Graving  240             39     11.4   70000      Dock No.3 Graving  340             64     12.8  300000     Dock No.4 Graving  260             50     13   Under constructionDock No.5 Graving  320             56     13.3 Under constructionDock No.6 Graving  440            100     12   Ship new building"
"Cotecmar Shipyard - Colombia ","www.cotecmar.com","57-1-570 0033","57-5-653 5501","Cotecmar is a leading and innovative organization working in the fields of scientific and technological research, supporting the development of the various Colombian maritime industries. Located at the Port of Cartagena only 180 miles from the Panama Canal Cotecmar offers advanced solutions aimed at all levels of the maritime community, whether that is military, industrial, commercial or private. The Shipyard's areas of expertise include, but are not limited, to design, construction, repair and maintenance of ship borne motors and devices, consultation services and repair of industrial technologies. Cotecmar provides all these services for both ocean going and riverine vessels.\nSpecialized WorkshopsMachine ShopSandblasting and coatingWelding and steel changes up to 1''Piping and valve maintenanceElectrical equipment and diesel enginesComposite materials and Fibreglass\nDOCK DIMENSIONSMAMOANL     Sincrolift     117m     22m     5.8m  3600tBOCAGRA NDE     Sincrolift     66.5m     14m     14m   1200t"
"A&P Group Tees Shipyard England ","www.ap-group.co.uk","+44 (0)1642 464024","+44 (0)1642 460075","Our facilities in Teeside are located adjacent to one of the busiest ports in Europe on the River Tees. The facility consists of 2 dry docks, jetty frontage, fabrication, fitting, pipe production and joinery shops with the capacity to accommodate the most demanding vessel-related works. Vessels are able to come alongside for tank cleaning and afloat repairs. The facility has excellent logistics with two International airports within one hour’s drive and ferry services between Europe and Scandinavia.     Length 175.3m    Breadth at entrance 22.2m    Maximum breadth inside 23.4m    Blocks L 1.63m    Blocks H 1.37m    Blocks W 0.46m    Depth of sill below Chart Datum 1.37m Dock No. 6     Length 120m    Breadth at entrance 17.3m    Maximum breadth inside 18.6m    Blocks L 1.63m    Blocks H 1.37m    Blocks W 0.46m    Depth of sill below Chart Datum 0.37m Cranes     1: Load 40T Max Outreach 25m    2: Load 30T Max Outreach 27m    3: Load 15T Max Outreach 27m    4: Load 6T Max Outreach 20m Workshops     Steel workshop    Engineering workshop    Plumbers workshop    Electrical workshop    Customer storage"
"Vard Niteroi SA Shipyards Brazil ","www.vard.com","+55 212 7189 090","","Vard Niteroi SA Shipyards Brazil Ship repair and conversion. In addition to the shipbuilding related activity, VARD also provides services within ship repair and conversions. All our yards carry out ship repairs and conversions. We have high-quality facilities with slipways and docking capacities.\nTotal Yard Area    65 000 m2Quay/Quays    Quay 1:Total length: 300 mDepth: 6.5. mCrane capacities: 1x8t. + 1x2,5t. + 1x12t.Crawler crane capacity: 2 x 250 tTire crane capacity: 2 x 60 t\nQuay 2:Total length: 120 mDepth: 5 mCrane capacities: 1 x 8 tFloating Dock    Capacity: 3 500 tBreadth: 17 mTotal length: 110 mCrane capacities: 2 x 6 tSlipway    Capacity: 3 000 tBreadth: 25 mTotal length: 100 mCrane capacities: 2 x 20 tPiping Workshop    Capacity: 520 m2Crane capacities: 1 x 3 t + 1 x 5 tWarehouse    Capacity: 1 000 m2Painting /Sandblasting Hall    2 750 m2Painting /Blasting Hall /Cutting Workshop    Capacity: 2 750 m2Steel Prefabrication Workshop    Capacity: 3 000 m2Steel Outfitting Workshop    Capacity: 110 m2"
"Vard Tulcea SA Shipyards Romania ","www.vard.com","+40 240534918","","Vard Tulcea continues to be, 14 years after is was privatised, the largest private employer in the county, having registered through its activity a few significant firsts for the shipbuilding industry of Romania. A ship initially built in Tulcea (eastern Romania) and then completed in a Norwegian yard Vard Tulcea SA has recently been in the focus of the international media.\nTotal Yard Area    750 000 m2Quay/Quays    Total length: 1 800 m2Crane capacities: 5 x 50 t + 6 x 15 tSyncrolift Platform    Capacity: 6 500 tBreadth: 27 mTotal length vessel: 160 mCrane capacities: 2 x 15 tMounting Halls    Mounting halls: 12 580 m2Openings: 2 x 32 m / 32 heightInternal cranes: 2 x 75 t + 4 x 50 tCutting, Prefabrication ans Assembly Halls    Cutting hall: 6 750 m2Prefabrication hall: 9 450 m2Assembly hall: 1 620 m2Mounting blocks up to: 100 tCrane capacities: 4 x 50 t + 2 x 32 t + 3 x 12.5 + 2 x 10 t + 2 x 8 t + 1 x 5 tSteel Fabrication Hall    Total area: 63 900 m2Low hall indoor cranes: 6 x 5 t + 3 x 3.2 tHigh hall indoor cranes: 2 x 80 t + 4 x 40 t + 4 x 32 t + 12 x 20 t + 4 x 12.5 t + 3 x 10 t""D"" area indoor cranes: 2 x 80 t + 2 x 10 tCutting Machines    Plasma cutting machines: 3Oxygen-acetylene automatic cutting machine: 1Modern automatic and semi-automatic welding equipmentOpen Storage Space    Total area: 17 500 m2Outfitting Hall    Divided into 5 workshops: Locksmith, mechanical, piping, zinc and auxiliary.Total capacity: 27 000 m2Crane capacities: 1 x 50 t + 4 x 12.5 t + 5 x 4 t + 11 x 32 t + 2 x 2 t + 1 x 1 tPainting /Sandblasting Hall    Total area: 2 400 m2Blasting and paint hall for blocks up to 600 tAdditional Information    Detailed design capacity using highly qualified staff and state of the art computer design software (Tribon, Foran and Autocad)"
"Vard Søviknes Shipbuilding Shipyard Norway ","www.vard.com","+47 70 21 06 00","","Vard Søviknes Shipbuilding Shipyard Norway. In addition to the shipbuilding related activity, VARD also provides services within ship repair and conversions. All our yards carry out ship repairs and conversions. We have high-quality facilities with slipways and docking capacities. The majority of our yards are located along the western coast of Norway, next to the extensive offshore activities in the North Sea.\nTotal Yard Area    57 000 m2Quay/Quays    Total length: 300 mDepth: 8 mCrane capacities: 1 x 60 t + 1 x 30 t + 1 x 15 tDry Dock    Capacity: 4 500 tBreadth: 23 mTotal length vessel: 120 mKeel length: 90 mCrane capacity in dock: 1 x 30 tOutfitting Hall    Capacity: 2 000 m2Crane capacities: 2 x 10 tPower    400 APiping Workshop    Capacity: 2 700 m2Crane capacities: 2 x 10 tWarehouse    Capacity: 2 500 m2Carpentry Shop    Capacity: 120 m2"
"COSCO Nantong Shipyard ","en.cosco-shipyard.com/About.aspx?UrlTowClass=68&UrlOneClass=...","+86 513 85056200","+86 513 83517539","COSCO (Nan Tong) Shipyard in Yangtze River Delta Region has one DWT 150,000 floating dock, one DWT 80,000 floating dock, four repair berths and 400,000m2 land areas. Back in the past 10 years, it has become the prime shipyard of the COSCO Shipyard Group, with its advanced facilities, highly-trained technical personnel and experienced workforce, handing approximately 150 vessels per year and holding the leading position in China all along and is extensively renowned home and abroad for its achievement in big projects and ship conversion.\nNantong Floating  150,000  270mx48mx-9.5m 24Tx1,22Tx1,15Tx1,5Tx1Yuantong Floating 80,000 230mx42mx-8m 22Tx2,5Tx1\nQuays:     221 + 264 + 200 + 180m"
"COSCO ZhouShan Shipyard ","en.cosco-shipyard.com/About.aspx?UrlTowClass=71&UrlOneClass=...","+86 580 354691","+86 580 312168","COSCO (ZhouShan) Shipyard is close to the international sea route and navigation hub clusters in Asia, and it is a newly built shipyard with one DWT 150,000 dock and four piers in service. Importantly, COSCO (Zhou Shan) Shipyard is building a very large ship repairing, building and conversion base composing of three docks ranging from DWT 80,000 to DWT 300,000 ( dock capacity: nearly DWT 1,110,000), three piers, 4,500m coastline and 2,000,000 m2 land area.\nWithin the next few years, it will have the potential to grow into a mega shipyard and capable of servicing all marine activities, including VLCC repairs and offshore blocks fabrication.\nFacilitiesNo.1 Dry Dock 100,000 280x40x12.9 25Tx1,50Tx1No.2 Dry Dock 300,000 410x68x14.3 25x1,300Tx1No.3 Dry Dock 150,000 539x49.2x11.3 25Tx3,160Tx1"
"COSCO (Lianyungang) Shipyard China ","www.coscolyg.com/en/profile.asp?classid=21","","","Subsidiary to COSCO Shipyard Group (hereafter called CSG), COSCO (Lianyungang) Shipyard Co., Ltd. is one of the leading shipyards in China.COSCO (Lianyungang) Shipyard is located in Xugou Port, Lianyun District, Lianyungang,  near to Japan and Korea, and connects Shanghai and Qingdao ports, with quite convenient communication to and from international metropolis Beijing, Shanghai and Guangzhou etc by air, sea and land.\nCOSCO (Lianyungang) Shipyard occupies 225,000 m2 production site and Operates one 80,000DWT floating dock (Loa240m, Outer width 45m, Inner width 37m) and three berths fully covered by five shore cranes up to 50tons and other advanced facilities & equipment as well.Compliant with CSG unity management, COSCO (Lianyungang) Shipyard operates in the streamlined system. The well experienced managers and engineers working at COSCO (Lianyungang) Shipyard since its establishment were selected from CSG major subsidiary shipyards, and the skillful subcontractors are all transferred from the major shipyards in China.COSCO (Lianyungang) Shipyard is capable to repair and convert 60 vessels of various types in a year, which has been in successful accomplishment of various conversion projects such as tanker¡¯s double hull and tanker to bulk carrier conversion. COSCO (Lianyungang) Shipyard is now working on offshore conversion & construction projects supported by CSG Technical Center and Offshore Management Headquarters.  \nTaking both the geographical and weather advantage without raining season and typhoon affected in a whole year, COSCO (Lianyungang) Shipyard becomes the first choice of the worldwide first-class owners and managers for repairs, conversion and construction of marine and offshore.\nFacilitiesZhongyuan Sheshan: Floating 80,000 240mx37mx12.8m 30Tx1,15Tx1\nRepair berths with cranes 50Tx1,25Tx2,16Tx1No.1 240 draft -10.0 50,000 dwtNo.2 240 draft -10.0 50,000 dwtNo.3 220 draft -9    50,000 dwt"
"COSCO Dalian Shipyards ","en.cosco-shipyard.com/About.aspx?UrlTowClass=70&UrlOneClass=...","","0086-(0)411-87601117","In Da Lian, the Northeast International Shipping Center, COSCO (Da Lian) Shipyard is the largest shipyard in COSCO Shipyard Group so far. By the existing facilities, COSCO (Da Lian) Shipyard can undertake more than 200 large-size ocean vessels' repair and conversion annually and become the main base for ship repair, conversion and off shore marine engineering manufacture in North-East Asia. It has one world is biggest DWT 300,000 floating dock, one DWT 180,000 dock, one DWT 80,000 dock and nine repair berths including DWT 300,000 wharf and 10,000t slipway. Its land area totaling 1,200,000 m2 is well equipped and serves as an ideal place for the repair and conversion of large bulk carrier, container carrier and VLCC.\nAddress:        No.80 Zhong Yuan Road, Da Lian City, Liao Ning Province, ChinaPost Code:    116113Fax:               0086-(0)411-87601117\nDalian Floating     300,000 350x66x27     20tx36mx2,30tx36mx1\nYuanyang No.1     Floating     180,000 260x48.5x22.5     22tx30mx1,15tx25mx1Dry dock     80,000     240x40x11.8     32tx65mx1,15tx30mx1\n "
"CIC China Shipping Industry Co., Ltd. Lixin Shipyard ","www.cic-shipyards.cn","+86 21 58410606","+86 21 58411000","China Shipping Industry (Shanghai Pudong) Co., Ltd.(abbreviated as CIC-Shipyards), founded in December 2008, is a subsidiary company of China Shipping Industry Co., Ltd. (abbreviated as CIC), China Shipping (Group) Company(abbreviated as CS).\nCIC (including CIC Changxing Shipyard, CIC Lixin Shipyard in Shanghai and CIC Boluomiao Shipyard in Guangzhou), integrate the resources of the business manpower, facility and market distributing presently in the above mentioned shipyards, execute scale management and specialized operation, consequently implement the centralized management and administration of the three big ship-repairing bases of CIC.\nChina Shipping Industry Co., Ltd. Lixin ShipyardDock Name     Dock Type     Length（M）     Inner Width（M）CS HUASHAN     Floating Dock     164     27.4     9,000CS HUANGSHAN     Floating Dock     190     28.4     13,000CS PUDONG     Floating Dock     222.5     38     22,000"
"COSCO Shipyard Shanghai China ","en.cosco-shipyard.com/About.aspx?UrlTowClass=73&UrlOneClass=...","","","In Shang Hai, the international shipping center, COSCO (Shang Hai) Shipyard has one DWT 50,000 floating dock, 350m berthing quays and more than 30 years experience in repairing and servicing a wide variety of onshore and offshore engineering activities for the marine industry such as refrigerated carrier, chemical tanker, LPG tanker and other emergency projects.\nFacilitiesBai Yunshan     Floating 50,000 dwt cranes 195x35x12.8 30Tx1,15Tx1\nNo.1 160m -6.5m  47,000 dwt crane 15Tx1No.2 200  -6.5m  47,000 dwt crane 15Tx1"
"CIC China Shipping Industry (Guangzhou) Co., Ltd. Boluomiao Shipyard ","www.cic-shipyards.cn","+86 20 82219035","+86 20 82219248","China Shipping Industry (Shanghai Pudong) Co., Ltd.(abbreviated as CIC-Shipyards), founded in December 2008, is a subsidiary company of China Shipping Industry Co., Ltd. (abbreviated as CIC), China Shipping (Group) Company(abbreviated as CS).\nCIC (including CIC Changxing Shipyard, CIC Lixin Shipyard in Shanghai and CIC Boluomiao Shipyard in Guangzhou), integrate the resources of the business manpower, facility and market distributing presently in the above mentioned shipyards, execute scale management and specialized operation, consequently implement the centralized management and administration of the three big ship-repairing bases of CIC.\nDock Name     Dock Type     Length（M）     Inner Width（M）\nCS YUEXIUSHAN     Floating Dock     122     19     4,000\nCS FEILONGSHAN     Floating Dock     245     36     22,000  \nChina Shipping Industry (Guangzhou) Co., Ltd.\nBoluomiao ShipyardAddress: Miaotuo, Huangpu District, Guangzhou, ChinaTel: +86 20 82219035Fax: +86 20 82219248P.C.: 510730\nNorway\n "
"CIC China Shipping Industry (Shanghai Changxing) Co ","www.cic-shipyards.cn","+86-21-56850056-8606, Cell:+86-13816598216","+86-21-56850057","China Shipping Industry (Shanghai Pudong) Co., Ltd.(abbreviated as CIC-Shipyards), founded in December 2008, is a subsidiary company of China Shipping Industry Co., Ltd. (abbreviated as CIC), China Shipping (Group) Company(abbreviated as CS).\nCIC (including CIC Changxing Shipyard, CIC Lixin Shipyard in Shanghai and CIC Boluomiao Shipyard in Guangzhou), integrate the resources of the business manpower, facility and market distributing presently in the above mentioned shipyards, execute scale management and specialized operation, consequently implement the centralized management and administration of the three big ship-repairing bases of CIC.\nCIC Changxing ShipyardCS PUTUOSHAN  Floating dock     247     221.9     36.6     8.5     80,000     22000     25×1 15×1CS JIUHUASHAN Floating dock     308     280     50     17.5     200,000     38000     25×1 15×1CS E’ MEISHAN  Floating dock     410     380     72     18.5     300,000     85000     30×1 15×1\nBerth Available for vessels up to 300.000 Dwt\nChina Shipping Industry (Shanghai Changxing) Co., Ltd.Address: Xinkaigang，Changxing Island，Shanghai, ChinaTel: +86 21 56851166Fax: +86 21 56850343P.C.: 201913\nSimon ZhangRegional Manager Tel:+86-21-56850056-8606 Fax:+86-21-56850057Cell:+86-13816598216     Email: cic-cx@cic-shipyards.cn"
"DDW-PAXOCEAN SHIPYARD Singapore ","www.ddw-paxocean.com","+ 65 6551 5900 DID  + 65 6551 5964, Mobile + 65 8181 6707","","PaxOcean Singapore, established in 1983, owns and operates an 11 hectare shipyard in Tuas, Singapore. PaxOcean Singapore collaborates closely with our facility in Pertama to provide an excellent ship repair and conversion service, whilst also carrying out vessel new building on its 3 building berths. 122.0m x 22.8m Floating Dock195.0m x 34.7m Floating Dock187.5m x 36.5m Floating Dock 1,600m Berthing Wharf 3 Building Berths for vessels up to 20,000 dwtCranes with SWL of up to 250 tonnesWorkshop Overhead Cranes with SWL of up to 50 tonnes Plasma Cutting Machine.    \nProfile of PAXOCEAN SingaporeLand Area     110,000m²Sea Depth     5mBerth     1,600mBuilding Berths: 4 building berths for vessels up to 20,000 DWTWorkshops      8 covered workshops of over 9,600m²\nFloating Docks      Floating dock 1: 4,350 TLC, 122.0m x 22.8mFloating dock 2: 16,000 TLC, 195.0m x 34.7mFloating dock 3: 16,000 TLC, 187.5m x 36.5m\nEquipment     Overhead cranes: range from 40T to 250TPlasma cutting machine: <50T"
"PaxOcean Engineering Zhoushan Co. Ltd ","paxoceanzhoushan.com","","","PaxOcean Engineering Zhoushan Co.,Ltd. is a wholly owned subsidiary of Kuok(Singapore) Limited. It is 100% owned by Kuok Group, is a Singapore-based company. Kuok Group has diverse businesses which include Shangri-la Hotels. Kerry Properties, Kerry Logistics, POSH and Pacific Carrier Ltd.Paxocean Zhoushan Shipyard provides repair,conversion and new building services to the Offshore and Marine market. The strength of our shipyard in our management, who are experienced managers in the Marine & Offshore industry from reputable shipyards in Singapore.\nShip NewbuildsPaxOcean Zhoushan has geared the shipyard for new buildings of vessels and offshore rigs. Our recent Letter of Intent with Levingston Offshore to build the 415WC liftboat, which will be the world's largest liftboat, signals our commitment for our shipyard to offshore new building projects.\nShip RepairsWe offer innovative and cost-effective solutions to our customers for our repair projects no matter whether the repair is for tankers, containerships, dry cargo, gas carriers or offshore rigs. Our recent repairs for COSL 942, a Jack Up rig, received good commendation from our client. A satisfied customer is a proud achievement for the shipyard.\nOur Yard Land area : 800,000 m2\nDry dock:     400 m (L) x 106 m (W) x 13.7 m (H)West basin: 380 m (L) x 80 m (W) x 13.7 m (H)Slipway:      340 m (L) x 70 m (W)\nWorkshop: 16,000 m2, with plans to expand to 130,000 m2Erection area: 71,000 m2Assembly area: 24,000 m2\nCranes:3 x 45 mt luffing cranes1 x 100 mt luffing crane1 x 300 mt gantry crane\nPaxOcean Engineering Zhoushan Co., LtdEmail:shipyard@paxoceanzhoushan.comAddress (Zhoushan):No. 1 Offshore Road, Changbai County, Dinghai District, Zhoushan City, Zhejiang Province, P.R. China 316057Marketing DepartmentEmail:marketing@paxocean.com\nhttp://paxoceanzhoushan.com "
"PaxOcean Pertama Batam Indonesia ","www.ddw-paxocean.com","+62 778 392288","+62 778 392285","PaxOcean Pertama is situated on a 280,000m2 site on the north-western coast of Batam, and shares a common boundary with our Graha yard, while lying within close proximity to Nanindah. This enables us to utilise our yard resources with greater flexibility to meet our customers’ needs. PaxOcean Pertama has also developed capabilities, complete with a well-established team, for repair and conversion projects as well as the construction of newbuildings.\nA strength of PaxOcean Pertama is having a 7.5m sea depth for berthing bigger vessels for repairs, and has become one of the premier ship repair and conversion yards in Batam. PaxOcean Pertama also fabricates vessel sections in support of the Nanindah yard, and has garnered a strong track record of building specialty offshore support vessels.\nFuture developments include the addition of a 380m x 80m graving dock, suitable for the dry docking of most commercial vessels.\nProfile of PAXOCEAN PertamaLocation     Longitude 103° 53’26”E, Latitude 1° 5’32”NLand Area     272,756m2Sea Depth     7.5mBerth     2,400m\nFloating Dock     22,000 TLC, 235.0m x 40.0mBuilding Berth     1 building berth for vessels up to 30,000 dwtCovered Workshop     Over 33,000m2Equipment     Overhead cranes: 20TOther cranes: range from 40T to 250TPlasma cutting machine: 1 unit\n PERTAMA DDW-PAXOCEAN, PT\nPERTAMA DDW-PAXOCEAN, PT    \nRig Building, Shipbuilding, Ship repairing and ConversionAddress\n    Street: Jl. Brigjen Katamso, Tanjung Uncang    Postcode: 29424    City: Batam    State: Kepulauan Riau Province    Country: Indonesia\nContact\n    Telephone: +62 778 392288    Fax: +62 778 392285    E-Mail: marketing@paxocean.com    Website: http://www.ddw-paxocean.com/"" rel=""nofollow"" target=""_blank"">http://www.ddw-paxocean.com/"">http://www.ddw-paxocean.com/ "
"PaxOcean Engineering Zhoushan Co. Ltd ","paxoceanzhoushan.com","","","PaxOcean Engineering Zhoushan Co.,Ltd. is a wholly owned subsidiary of Kuok(Singapore) Limited. It is 100% owned by Kuok Group, is a Singapore-based company. Kuok Group has diverse businesses which include Shangri-la Hotels. Kerry Properties, Kerry Logistics, POSH and Pacific Carrier Ltd.Paxocean Zhoushan Shipyard provides repair,conversion and new building services to the Offshore and Marine market. The strength of our shipyard in our management, who are experienced managers in the Marine & Offshore industry from reputable shipyards in Singapore.\nShip NewbuildsPaxOcean Zhoushan has geared the shipyard for new buildings of vessels and offshore rigs. Our recent Letter of Intent with Levingston Offshore to build the 415WC liftboat, which will be the world's largest liftboat, signals our commitment for our shipyard to offshore new building projects.\nShip RepairsWe offer innovative and cost-effective solutions to our customers for our repair projects no matter whether the repair is for tankers, containerships, dry cargo, gas carriers or offshore rigs. Our recent repairs for COSL 942, a Jack Up rig, received good commendation from our client. A satisfied customer is a proud achievement for the shipyard.\nOur Yard Land area : 800,000 m2\nDry dock:     400 m (L) x 106 m (W) x 13.7 m (H)West basin: 380 m (L) x 80 m (W) x 13.7 m (H)Slipway:      340 m (L) x 70 m (W)\nWorkshop: 16,000 m2, with plans to expand to 130,000 m2Erection area: 71,000 m2Assembly area: 24,000 m2\nCranes:3 x 45 mt luffing cranes1 x 100 mt luffing crane1 x 300 mt gantry crane\nPaxOcean Engineering Zhoushan Co., LtdEmail:shipyard@paxoceanzhoushan.comAddress (Zhoushan):No. 1 Offshore Road, Changbai County, Dinghai District, Zhoushan City, Zhejiang Province, P.R. China 316057Marketing DepartmentEmail:marketing@paxocean.com\nhttp://paxoceanzhoushan.com "
"PT Karimun Sembawang Shipyard, Indonesia ","","(62) 777-23365","(62) 777-23385","PT Karimun Sembawang Shipyard, a wholly-owned shipyard, operates from a 30.7-hectare site located on Karimun Island in Indonesia, approximately 40 km southwest of Singapore.  Complementing the Group's Singapore operations, the yard's main activities encompass steelworks, steel structure fabrication and construction of multi-purpose barges/vessels for accomodation, work and bulk cargoes.  In addition, the yard's activities include tank cleaning, afloat ship repairs, grit blasting and painting as well as de-sludging and de-sloping of tankers.The key services offered by KSS to shipowners are the highly competitive tank cleaning and de-sludging facilities, afloat ship repair, steelwork and block fabrication and construction.\nFacilitiesBerths: SRP No 1 Length 400 m Draft:10 mCranes    1 x 15, 5T @ 60m 1 x 35T, 5T @ 90m"
"Navantia Cartagena Dock Spain ","www.navantia.es","+34 913 358 400","+34 913 358 652","Navantia has in the Cartagena Dock, which is strategically located in the southeast of Spain, a large roofed area for the construction of special vessels, such as submarines and minehunters. Besides steel, Cartagena specializes in fiberglass.Cartagena Shipyard Navantia’s facilities boast a large roofed area for the construction of special vessels     \nAlso, Navantia Motors Factory, located in this area, markets and produces four-stroke diesel engines, for which it also offers a Life Cycle Support service. These engines are adequate for multiple applications, both in civil and military vessels, tanks and military vehicles, electric power generating stationary and cogeneration plants, and nuclear power plants.\nCartagena, which is located on the banks of the Mediterranean Sea, is a port of call for a large number of vessels to which Navantia caters a highly specialized repair service. Navantia’s facilities are equipped with a syncrolift, with capacity to service 11 ships simultaneously, as well as with roofed workshops, specializing in the repair of yachts.\nCartagena Shipyard Facilities  \nSlipway no. 1:  92 m  19 m Slipway no. 2:  92 m 19 m Floating docks Dock no. 1:  100 m 32 m Assembly Docks Dimensions: 800 m\nCranes Number of cranes:  4 Maximum hoisting capacity: 30 T Maximum admissible ship size TPM Length x width: 120 m 19 m"
"Keppel Verolme BV ","www.keppelverolme.nl","+31 181 234300","+31 181 234346","Keppel Verolme BV, active since 1957, is a ship and offshore yard situated in Rotterdam, the Netherlands, and part of the worldwide network of Keppel Offshore & Marine (www.keppelom.com). The Keppel Verolme yard can accommodate any seagoing vessel and floating offshore unit.\nOur main services are dry docking, repair and maintenance, modifications, conversions and constructions.\nDocking facilitiesNr. 1     Graving Dock 230 x 33.45 x 8      X 230.000 DwtNr. 2     Graving Dock 275 X 40.38 X 10.30 X 275.000 DwtNr. 3     Graving Dock 405 x 90.00 x 11.06 X 405.000 Dwt"
"Keppel Philippines Marine Batangas Shipyard ","www.keppelphilippinesmarineinc.com","+63 43 727 1532 to 36","+63 43 727 4885","Shiprepair and Conversion . With more than 30 years experience in shiprepair, we have undertaken extensive works on a wide range of vessels spanning bulk and container carriers, multi-purpose barges, dredgers, offshore support vessels and liquefied petroleum gas tankers.\nIn addition, we have been involved in projects such as the jumboisation of a landing craft as well as the conversion of an oil tanker into an asphalt carrier, a bulk supply vessel into a double hull tanker, a general cargo vessel into a container ship, and a dredger into a container vessel.\nShipbuilding and Offshore FabricationWe an excellent track record of more than 90 newbuilds ranging from offshore oil rig sections, tankers, barges and tugs to asphalt carriers.\nOur capabilities also include the fabrication of offshore and industrial structures including rig hulls, mechanical shiplift platforms and rubber tyred gantry transtainers.\n\n\n\nFacility\nMax Length (meters)\nMax Beam (metres)\nCapacity (dwt)\n\n\nGraving Dock (Equipped with 2 dock arms)\n200\n 38\n 50,000\n\n\n\nContact Person: Tan Geok Seng, General Manager"
"Keppel Shipyard  (Singapore Gul Yard) ","www.keppelshipyard.com","(65) 6861 3007","(65) 6862 3645/7","Gul Yard (A member of the Keppel Group) In Asia, we are one of the most established repair yards for Liquefied Natural Gas (LNG) vessels backed by a proven track record, technological expertise, dedicated facilities and a comprehensive infrastructure.\nKeppel Shipyard's cargo engineers and workers are equipped to handle sophisticated cryogenic machinery jobs including low temperature welding and instrumentation works such as cargo tank monitoring system.\nFloating Dock No.1 14,000 lifting 190 x 32      Floating Dock No.2  5,000 lifting 114 x 27"
"Keppel Shipyard Limited  (Singapore Tuas Yard) ","www.keppelshipyard.com","(65) 6861 4141","(65) 6861 7767","Tuas Yard (A member of the Keppel Group). As a specialist shipyard with more than a century of experience, Keppel Shipyard has the versatility and expertise to service a diverse range of vessels.\nLNG Repairs\nIn Asia, we are one of the most established repair yards for Liquefied Natural Gas (LNG) vessels backed by a proven track record, technological expertise, dedicated facilities and a comprehensive infrastructure.\nKeppel Shipyard's cargo engineers and workers are equipped to handle sophisticated cryogenic machinery jobs including low temperature welding and instrumentation works such as cargo tank monitoring system.\nDrydocs\nTuas Dock      360,000 Dwt X 350 X 66     6.6Raffles Dock      330,000 Dwt x 355 x 60     6.6Temasek Dock      150,000 Dwt x 301 x 52     7.4"
"Keppel Philippines Marine Subic Shipyard ","www.keppelom.com/en/content.aspx?sid=2773","+63 47 232 2380 or 6347 232 2710","+63 47 232 3883 to 84 or +63 47 232 3350","Located in the Special Economic Zone of Subic, Keppel Subic Shipyard features one of the largest drydocks in the Philippines. The 550m by 65m dock is capable of co-drydockings, providing greater flexibility and turnaround times for ship owners.\nWe have undertaken the repair and conversion of supertankers, including the conversion of a single hull tanker to double hull, and the modification of hulls for FPSOs. We also specialise in coal transhipper conversion work having completed several such vessels in recent years.\nIn addition, we routinely carry out reconditioning work and steel fabrication for onshore, marine and offshore structures.\n\n\n\nFacility\nMax Length(meters)\nMax Beam(metres)\nCapacity(dwt)\n\n\nGraving Dock (Equipped with 6 dock arms)\n550 24m X 2 units40m X 4 units\n65 \n 550,000\n\n\n\nContact Person: Leong Kok Weng, PresidentLeong Chee Wah, Spencer, General Manager"
"Messina Palumbo SpA ","www.palumbogroup.mc","+390.90712069","+390.90672209","Palumbo Shipyards operates with 6 shipyards, the shipyards are located in:\nNaples (IT)Messina (IT)Malta (MT)Marseille (FR)Tenerife (ES)\nPalumbo Shipyards is owner of 14 drydocks, 1 slipway, berths, mooring docks, warehouses and areas used to prefabricate steel structure, piping, mechanicals and storage of materials.\nThe company is leader in repair & conversions of any kind of ships, from cargo vessels to complex offshore units passing from passengers and cruise vessels.\nPalumbo Shipyards is certified ISO 9001:2008 and ISO 14001:2004. The company Quality System has been achieved since 1993, considering the QS as crucial to obtain, maintain and develop our competitiveness.\n"
